platinum_number,title,artist,language,genre
17317,Everybody Knows,John Legend Everyday Is A,English,
9141,Everybody Loves Somebody...,Dean Martin,English,
6410,Everybody Plays A Fool,Aaron Neville,English,
11940,Everybody Talks,Neon Trees,English,
0539,Everybody WantsTo Rule...,Tears For Fears,English,
15994,Everybody's Changing,Keane,English,
3113,Everybody's Everything,Carlos Santana,English,
8052,Everybody's Fool,Evanescence,English,
3415,Everybody's Talkin',Harry Nilson,English,
1483,Everyday,Agot Isidro,English,
16984,Everyday,Buddy Holly Everyday Is A,English,
6861,Everyday,Bon Jovi,English,
9142,Everyday,Renz Verano,English,
15482,Everyday Fun (Power Rangers..),Steven Skyler and Erika Fong,English,
15876,Everything,Lifehouse,English,
8602,Everything,Michael Buble,English,
15598,Everything About You,One Direction,English,
0518,Everything Counts,Depeche Mode,English,
9778,Everything I Own,Gian Magdangal,English,
16477,Everything Takes Time,Hazel Faith Dela Cruz,English,
15673,Everything To Me,Shane Filan,English,
8394,Everything You Do,Christian Bautista,Filipino,
7325,Everything You Want,Vertical Horizon,English,
11433,Everytime,Frencheska Farr,English,
17618,Everytime,Janet Jackson,English,
5488,Everytime,A1,English,
7681,Everytime,Britney Spears,English,
5359,Everytime I Close My Eyes,Babyface,English,
1561,Everytime I See You,Fra Lippo Lippi,English,
11090,Everytime We Touch,Cascada,English,
6862,Everywhere,Michelle Branch,English,
11896,Everywhere Everything,This Century,English,
15426,Everywhere You Go,Taxi Ride,English,
3114,Eveytime You Go Away,Paul Young,English,
15979,Evidence,2AM Club,English,
17619,Evidence,Urbandub,Filipino,
7327,Ewan,Apo Hiking,Filipino,
8836,Ewan,Imago,Filipino,
15337,Ewan Ko,Soapdish,English,
17338,Ex's & Oh's,Elle King,English,
17408,Exchange,Bryson Tiller,English,
11904,Exchange Of Hearts,David Slater,English,
15787,Excuse Me,Junior,English,
3417,Exhale (Shoop Shoop Song),Whitney Houston,Filipino,
3116,Exodus,Bob Marley,English,
13772,Expialidocious,Mary Poppins,English,
17747,Explode,Patrick Stump,English,
1005,Explosion,Menudo,English,
11522,Express Highway,Bloomfields,English,
17264,Express Yourself,Madonna,English,
17433,Extraordinary,Mandy Moore,English,
1484,Eye In The Sky,Alan Parsons Project,English,
0805,Eye Of The Tiger,Survivor,English,
15514,Eye-bol,Sushi,English,
6863,Eyes On Me,Ff8 Theme Song,English,
11937,Eyes Open,Taylor Swift,English,
17578,Eyes Shut,Years And Years,English,
17827,Eyes Wide Open,Gotye,English,
11532,Eyes Wide Shut,Jls Ft Tinie Tempah,English,
0317,F.L.A.M.E.S.,Jeffrey Hidalgo,English,
8383,F.U.,Bamboo,Filipino,
11215,Face Down,The Red Jumpsuit,English,
17515,Face In The Woods,Urbandub,Filipino,
7307,Face To Face,Peter Paul & Mary,English,
9000,Fade,Orange And Lemons,Filipino,
11947,Faded,Tyga ft Lil Wayne,English,
3427,Fading Like A Flower,Roxette,English,
7870,Faint,Linkin Park,English,
6793,Fairshare,Ogie Alcasid,Filipino,
9769,Fairytale,Alexander Rybak,English,
9962,Fairytale Of New York,The Pogues,English,
0862,Faith,George Michael,English,
16372,Faith,Jordin Sparks,English,
7839,Faith In Me,Mandy Moore,English,
0466,Faithful,Go West,English,
15197,Faithfully,Boyce Avenue,English,
3420,Faithfully,Journey,English,
15573,Fake Lullabies,Callalily,Filipino,
8671,"Fake, Fake, Fake",Milyo Naryo,English,
11259,Fall,Clay Walker,English,
11290,Fall,Kimberley Locke,English,
16479,Fall,Jed Madela If You Ever Change,English,
17828,Fall Apart,Every Avenue,English,
17251,Fall Down,Will.i.am ft Miley Cyrus,English,
15877,Fall For You,Shanice,English,
17183,Fall For Your Type,Drake,English,
7841,Fall On Me,Moonstar 88,Filipino,
8494,Fall To Pieces,Avril Lavigne,English,
1486,Fallen,Lauren Wood,English,
15734,Fallen,Marion Aunor,English,
8149,Fallen,Janno Gibbs,English,
11489,Fallin',Sarah Geronimo,Filipino,
17197,Fallin' Out,Keyshia Cole,English,
9580,Falling Away,Miguel Escueta,English,
13648,Falling Down,Unknown,English,
15350,Falling For You,JayR & Marie Digby,English,
15456,Falling In Love,Six Part Invention,English,
15843,Falling In Love,2NE1,English,
17435,Falling In Love Again,Eagle Eye Cherry,English,
11322,Falling In Love At A...,Landon Pigg,English,
15708,Falling Stars,England Dan & John Ford,English,
17366,Falls Apart,Sugar Ray,English,
7294,Fame,Irene Cara,English,
0729,Fame And Fortune,Elvis Presley,English,
7842,Family Affair,Mary J. Blige,English,
8557,Famous Last Words,My Chemical Romance,English,
16241,Fancy,Iggy Azalea ft. Charli,English,
7303,Fantasy,"Earth, Wind, Fire",English,
16418,Far Behind,Candlebox,English,
17436,Far From Home,Five Finger Death Punch,English,
17829,Farewell,Rihanna,English,
6975,Farewell,Raymond Lauchengco,English,
17620,Farewell To You,White Lion,English,
1345,Farmer In The Dell,Kevin Crate,English,
15161,Fascination,Nat King Cole,English,
11347,Fashion,Lady Gaga,English,
5791,Fast Car,Tracy Chapman,English,
13593,Fat Sausages Sizzling,Kid Songs,English,
13594,Father Abraham,Nursery Rhymes,English,
0243,Father And Son,Cat Stevens,English,
4312,Father And Son,Boyzone,English,
11038,Fearless,Taylor Swift,English,
11293,February Song,Josh Groban,English,
16852,Fed Up,Talata,English,
13595,Fee Fie Foe Fum,Nursery Rhymes,English,
7490,Feel,Robbie Williams,English,
15206,Feel Again,One Republic,English,
8233,Feel Good Inc.,Gorillaz,English,
0225,Feel Like Making Love,Roberta Flack,English,
11971,Feel So Close,Calvin Harris,English,
15369,Feel This Moment,Pitbull,English,
11887,Feeling A Moment,Feeder,English,
0949,Feeling All Right,Joe Cocker,English,
15712,Feeling Good,Michael Buble,English,
8978,Feeling Lang,Agressive Audio,English,
15938,Feelingero,Isabelle De Leon,English,
17124,Feelings,Up Dharma Down,English,
2563,Feelings,Morris Albert,English,
16859,Feels Like,Yeng Constantino,Filipino,
16061,Feels Like Heaven,Fiction Factory,English,
6065,Feliz Navidad,Jose Feliciano,English,
17781,Felt Good On My Lips,Tim McGraw,English,
3117,Fernando,Abba,English,
17532,Ferris Wheel,Yeng Constantino,Filipino,
16875,Fetty Wap ft Remy Boyz 68 Dr. Sixto Avenue,Eraserheads,Filipino,
47022,Fetty Wap ft. Remy Boyz Better When I'm Dancin',Meghan Trainor,English,
1006,Fever,Elvis Presley,English,
3118,Fields Of Gold,Sting,English,
15261,Fiesta,6 Cyclemind,English,
11360,Fifteen,Taylor Swift,English,
11341,Fight For This Love,Cherl Cole,English,
16410,Fight Night,90 Migos,English,
17328,Fight Song,Rachel Platten,English,
8219,Fighter,Christina Aguilera,English,
15713,Fill Her,Eraserheads,Filipino,
7960,Fill Me In,Craig David,English,
0919,Final Countdown,Europe,English,
8171,Final Distance,Utada Hikaru,English,
16796,Finally,Toni Gonzaga,English,
17437,Finally,Cece Peniston,English,
15878,Finally Found You,Enrique Iglesias Feat.Sammy,English,
15789,Find Me,David Gates,English,
17072,Find Me,Laura Branigan,English,
7871,Find My Way Back,Michelle Branch,English,
9677,Find The Child Hiding In You,Gino Padilla,English,
11337,Find Your Love,Drake,English,
0642,Finding Out The Hard Way,Cynthia Rhodes,English,
17830,Fine By Me,Andy Grammer,English,
16765,Fingerprints,Katy Perry,English,
17749,Finna Get Loose,Puff Daddy and The,English,
11637,Fire,Solenn Heussaff,English,
9800,Fire,2NE1,English,
2883,Fire & Rain,James Taylor,English,
16838,Fire And Ice,Pat Benatar,English,
9543,Fire And Ice,Poison,English,
11357,Fire Burning,Sean Kingston,English,
17065,Fire It Up,Joe Cocker,English,
17438,Fire on the Water,Chris De Burgh,English,
11356,Fire With Fire,Scissor Sisters,English,
11140,Fireflies,Owl City,English,
11273,Fireflies,Faith Hill,English,
17831,Firefly,Kitchie Nadal First Love Never Dies,Filipino,
9678,Firewoman,Hungry Young Poets,English,
11383,Firework,Katy Perry,English,
17439,First Cut is the Deepest,Rod Stewart,English,
17440,First Dance,Justin Bieber ft Usher,English,
9041,First Day Funk,Parokya Ni Edgar,Filipino,
1753,First Kiss,Nina,Filipino,
1253,First Love,The Seekers,English,
15392,First Love,Seals And Crofts,English,
8044,First Love,Utada Hikaru,English,
11658,First Love Never Dies,White Lies,English,
15229,First Love Never Dies,Eugene Wilde & Joanna Gardner,English,
16932,First Love Never Dies,Jerry Fuller,English,
9144,First Love Never Dies,Boyfriends,English,
0549,First Of May,Bee Gees,English,
8488,First Of Summer,Urbandub,Filipino,
0727,First Time,Styx,English,
16062,First Time,Robin Beck,English,
16185,First True Love,Kolohe Kai,English,
13596,Five Currant Buns,Unknown,English,
3831,Five Hundred Miles,Peter Paul & Mary,English,
13751,Five Little Ducks,Kid Songs,English,
13752,Five Little Monkeys,Kid Songs,English,
13753,Five Little Snowmen,Nursery Rhymes !! Kids Songs Five Little,English,
15186,Fix You,Coldplay,English,
1348,Fixing A Broken Heart,Indescent Obsession,English,
3425,Fixing A Hole,The Beatles,English,
9944,Flash (Flash Gordon Theme),Queen,English,
2685,Flash Dance (What A Feelin),Irene Cara,English,
16930,Flashlight,Ellie Goulding,English,
16939,Flashlight,Jessie J.,English,
17832,Flaws,Bastille,English,
17104,Flex,Rich Homie Quan,English,
17713,Flight,Lifehouse,English,
13637,Flowers In My Mind,Nursery Rhyme,English,
11847,Fly,Nicki Minaj ft. Rihanna,English,
17624,Fly,Sugar Ray ft Supercat,English,
11665,Fly Away,Lenny Kravitz,English,
17833,Fly Away,Blaze N Kane ft Pow,English,
4458,Fly Away,John Denver,English,
7918,Fly Butterfly Fly,Kids Song,English,
4459,Fly Like An Eagle,Steve Miller Band,English,
2565,Fly Me To The Moon,Brenda Lee,English,
17834,Fly Over States,Jason Aldean,English,
11468,Fly With Me,Duncan Ramos,English,
11734,Fly With Me,Jonas Brothers,English,
4977,Flying Without Wings,Westlife,English,
17283,Focus,Ariana Grande,English,
47027,Focus,Ariana Grande,English,
6745,Follow Me,John Denver,English,
9042,Follow The Leader,Soca Boys,English,
9635,Follow Your Dreams,Sheryn Regis,English,
17367,Follow Your Road,Pauline Wilson,English,
7261,Fool Again,Westlife,English,
17625,Fool In Love,Jim Photoglo,English,
4460,Fool's Parade,Tom Petty,English,
17220,Foolin' Around,Usher,English,
2742,Foolish Beat,Debbie Gibson,English,
9146,Foolish Games,Jewel,English,
0226,Foolish Heart,Steve Perry,English,
11242,Foolish Heart,Nina,Filipino,
16186,Fools Rush In,Frank Sinatra,English,
7491,Fools Rush In,Rick Nelson,English,
0669,Footloose,Kenny Loggins,English,
19721,For All Of My Life,MYMP,English,
9679,For All Of My Life,MYMP,English,
0501,For All We Know,Carpenters,English,
4941,For Baby,John Denver,English,
0996,For Better Or Worst,Debbie Gibson,English,
4461,For Every Man A Woman,Frank Sinatra,English,
15525,For Everything,Julie Anne San Jose,Filipino,
17626,For Everything I Am,Christian Bautista,Filipino,
15259,For Just A Moment,David Foster,English,
3121,For Mama,Matt Monroe,English,
4462,For Me And My Gal,Traditional,English,
0863,For My Lady,Moody Blues,English,
0865,For Once In My Life,Tony Bennet,English,
17627,For Once In My Life,Vonda Shepard,English,
3334,For The Benefit Of Mr. Kite,The Beatles,English,
0331,For The First Time,Kenny Loggins,English,
11450,For The First Time,The Script,English,
17194,For The First Time,John Legend,English,
0864,For The Peace Of All Mankind,Albert Hammond,English,
16995,For The Rest Of My Life,Side A,Filipino,
7492,For The Rest Of My Life,Louie Heredia,English,
13674,For Two,A Frog He Would A,English,
13638,For Want Of A Nail,Kid Songs,English,
1007,For You,Takahashi Mariko,English,
15724,For You,Kenny Lattimore,English,
8611,For You,The Calling,English,
0332,For You I Will,Monica,English,
6561,For Your Babies,Simply Red,English,
15265,For Your Entertainment,Adam Lambert,English,
2957,For Your Eyes Only,Sheena Easton,English,
16750,For Your Love,Peaches And Herb,English,
2974,For Your Love,Ed Townsend,English,
8367,Forbidden Love,Madonna,English,
16455,Foreign,Trey Songz,English,
11659,Forever,Damage,English,
15152,Forever,Martin Nievera And Regine,Filipino,
1543,Forever,Rex Smith,English,
17628,Forever,Vertical Horizon,English,
9533,Forever,Kenny Loggins,English,
11455,Forever And A Day,Kelly Rowland ft David Guetta,English,
8362,Forever And A Day,Michael Learns To Rock,English,
6112,Forever As One,Vengaboys,English,
6976,Forever Blue,Cacai Velasquez,English,
7073,Forever Is Not Enough,Sarah Geronimo,Filipino,
1429,Forever More,Chris De Burgh,English,
1565,Forever Young,Alphaville,English,
11795,Forevermore,Side A,Filipino,
17835,Forevermore,After Image,English,
9043,Forevermore,Regine Velasquez,Filipino,
17836,Forget Domani,Frank Sinatra,English,
11563,Forget You,Cee Lo Green,English,
17868,Forgive Forget,Caligola,English,
6746,Forgiven Not Forgotten,The Corrs,English,
17253,Fortune Teller,Maroon 5,English,
13639,Found A Peanut,Unknown,English,
17314,Found Out About You,Gin Blossoms,English,
16783,Four Five Seconds,Rihanna And Kanye West,English,
8881,Four In The Morning,Gwen Stefani,English,
9289,Four Minutes,Madonna Ft. Justin,English,
3833,Four Strong Winds,Neil Young,English,
3431,Fragile,Sting,English,
15758,Frailty,Urbandub,Filipino,
5240,Fraulein,Victor Wood,English,
6524,Freak On A Leash,Korn,English,
16122,Free,Kidwolf x BV,English,
6977,Free,Lighthouse Family,English,
9738,Free,Jed Madela,English,
7493,Free Again,Jack Jones,English,
3123,Free As A Bird,The Beatles,English,
7920,Free Love,Depeche Mode,English,
47028,Freedom,Pitbull,English,
17441,Freeze,T-Pain ft Chris Brown,English,
13693,Freight Train,Nursery Rhymes,English,
11614,Friday,Rebbeca Black,English,
8271,Friday I'm In Love,The Cure,English,
17837,Friday Night,Eric Paslay,English,
7494,Friend,Mike Francis,English,
1487,Friend Of Mine,Odette Quesada,English,
16192,Friend Zone,Isabelle De Leon,English,
1540,Friends,Nonoy Zuniga,English,
16300,Friends,Francis M,English,
17520,Friends And Lovers,Gloria Loring And Carl,English,
17838,Friends In Low Places,Garth Brooks,English,
16301,Friends Lang Tayo,Grin Department,English,
8786,Friendster,Moonstar 88,Filipino,
1697,From A Distance,Bette Midler,English,
16182,From Me,Frank Sinatra,English,
0348,From Russia With Love,Frank Sinatra,English,
6931,From The Bottom Of,Britney Spears,English,
15880,From The Candy Store...,Tony Bennet,English,
8195,From The Start,Rachelle Ann Go,English,
4289,From This Moment,Shania Twain,English,
0022,Frosty The Snowman,Christmas Song,English,
13503,Frosty The Snowman,Christmas Song,English,
5362,Frozen,Madonna,English,
16123,Frozen Medley,Frozen OST,English,
17255,Fruitcake,Eraserheads,Filipino,
9680,Full Of Love,Ella Mae Saison,English,
0829,Fun Fun Fun,Beach Boys,English,
13694,Funiculi Funicula,Kid Songs,English,
17256,Funky Love,Kavana,English,
0571,Funky Town,Lipps Inc.,English,
5960,Funny Familiar,Tom Jones,English,
13695,Fuzzy Wuzzy,Kid Songs,English,
9588,Fx,Pedicab,English,
16134,G.U.Y.,Lady Gaga,English,
11180,Gaan,Archipelago,English,
1157,Gaano Kadalas Ang Minsan,Basil Valdez,Filipino,
6066,Gaano Kita Kamahal,Pilita Corales,Filipino,
0094,Gaano Ko Ikaw Kamahal,Celeste Legaspi Gaano Ko Ikaw Kamahal 11639 Itchyworms,Filipino,
11052,Gabay,Callalily,Filipino,
15639,Gabay,Siakol,Filipino,
0493,Gabay Mo Ako,Rey Valera,Filipino,
1459,Gabing Payapa,Traditional,English,
9480,Gagambino,Dennis Trillo,English,
16317,Galaxies,Owl City,English,
11069,Galing Ng Pinoy,Yeng Constantino,Filipino,
16793,Galit Sa Mundo,Teeth,English,
1613,Gambler,David Benoit,English,
9147,Game Face,Jay R,English,
7961,Game Of Love,Santana,English,
16124,Gamu-Gamo,Pupil,Filipino,
15066,Gangnam Style,Psy,English,
48988,Gangnam Style,Psy,English,
4262,Gangsta's Paradise,Coolio,English,
15720,Ganyan Ako,Jeremiah,Filipino,
9148,Ganyan Ka Lang Ok,J Brothers,English,
5363,Ganyan Pala Ang Magmahal,Unknown,Filipino,
17276,Ganyan Talaga,Janella Salvador Gawing Langit Ang,Filipino,
0111,Ganyan Talaga Ang Pag-Ibig,April Boy Regino,Filipino,
8235,Gasolina,Daddy Yankee,English,
7106,Gaya Ng Dati,Gary V.,Filipino,
15145,Gayuma,Abra Ft Thyro & Jeriko Aguilar,English,
16878,GDFR,Flo Rida Sage The,English,
8248,Gemini,Spongecola,English,
6978,Genie In A Bottle,Christina Aguilera,English,
15371,Gentleman,Psy,English,
0442,Georgia On My Mind,Ray Charles,English,
13696,Georgie Porgie,Ghost Chickens In,English,
8583,Georgy Porgy,Toto,English,
0421,Get Back,Beatles,English,
7381,Get Busy,Sean Paul,English,
4943,Get Down,Backstreet Boys,English,
7922,Get Down On It,Kool And The Gang,English,
17643,Get Down Tonight,KC & The Sunshine,English,
0668,Get Here,Oleta Adams,English,
11216,Get It Shawty,Lloyd,English,
16064,Get Lucky,Daft Punk,English,
8196,Get Me,MYMP,English,
17714,Get Me Right,Dashboard Confessional,English,
16164,Get Me Some Of That,Thomas Rett,English,
17715,Get Me Some Of That,Thomas Rett,English,
5143,Get On Your Feet,Gloria Estefan,English,
6933,Get Over You,Sophie Bextor,English,
8173,Get Right,Jennifer Lopez,English,
8514,Get The Party Started,Pink,English,
8368,Get Together,Madonna,English,
17452,Get Ugly,Jason Derulo Getting To Know,English,
11292,Gettin' You Home,Chris Young,English,
3129,Getting To Know Each Other,Gerard Kenny,English,
1370,Getting To Know You,The King And I,English,
3437,Ghost Busters,Ray Parker,English,
17629,Ghost in The Machine,B.o.B Girl Who Got,English,
9901,Ghost Of Me,Daughtry,English,
16861,Ghost Town,Adam Lambert,English,
16945,Ghosttown,Madonna,English,
8914,Gi Fingers,Bisrock,English,
8915,Gi Kumot Kumot,Bisrock,English,
11617,Gigil,Sheng Belmonte,English,
8673,Gihidlaw Na Intawon Ako,Max Surban,Filipino,
15592,Gilid,Moonstar 88,Filipino,
8184,Giling Giling,Tuesday,English,
17257,Giliw,Martin Nievera,Filipino,
6979,Giliw,Regine Velasquez,Filipino,
1430,Giliw Ko,Renz Verano,English,
2712,Gimme Gimme Gimme,Abba,English,
13698,Gingerbread Man,Unknown,English,
5583,Giniginaw Ako,Jessa Zaragosa,Filipino,
1221,Gintong Alaala,Marissa,English,
3130,Gintong Araw,Bing Rodrigo,English,
17316,Ginza,J Balvin,English,
8674,Gipangit Ko Ikaw,Visayan Song,Filipino,
1009,Girl,Immaculate,English,
16291,Girl,Beyonce,English,
16363,Girl,Beyonce,English,
5584,Girl,The Beatles,English,
11717,Girl Be Mine,Francis M.,English,
17043,Girl Crush,Little Big Town,English,
2568,Girl From Ipanema,Astrud Gilberto,English,
11918,Girl Gone Wild,Madonna,English,
17322,Girl Im Gonna Miss You,Milli Vanilli,English,
16405,Girl in a Country Song,Maddie and Tae,English,
5585,Girl In The Mirror,Britney Spears,English,
15051,Girl Of My Dreams,The Moffatts,English,
15881,Girl Of My Dreams,Jerry Vale,English,
15179,Girl on Fire,Alicia Keys,English,
5541,Girl On TV,"Lfo Girl, You're Always On... 15153 Gallery",English,
8581,Girlfriend,Avril Lavigne,English,
16213,Girls,The 1975,English,
16224,Girls Chase Boys,Ingrid Michealson,English,
1656,Girls Girls Girls,Elvis Presley,English,
4474,Girls Just Want To,Cyndi Lauper,English,
17772,Girlz,L2M,English,
15124,Gising Na,Rocksteddy,Filipino,
6747,Gising Na,Parokya Ni Edgar,Filipino,
16880,Gising Na Kaibigan,Asin,English,
17716,"Gising Na, O Kuya Ko",Coritha,English,
11832,Gisingin Ang Puso,Liezel Garcia,Filipino,
8505,Gitara,Parokya Ni Edgar,Filipino,
3304,Give A Little Bit,Supertramp,English,
17841,Give A Little More,Maroon 5,English,
17682,Give In To Me,Michael Jackson,English,
15669,Give It 2 U,Robin Thicke,English,
15121,Give It Away,Red Hot Chili Peppers,English,
9380,Give It To Me,Madonna,English,
6980,Give Love On Christmas..,Jackson 5,English,
1196,Give Me A Chance,Ric Segreto,English,
17717,Give Me A Reason,The Corrs,English,
